State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Kerala,Ernakulam,"Perumbavoor APMC",Potato,Potato,Medium,21/04/2026,3000,4000,3500
Kerala,Ernakulam,"Kothamangalam APMC",Drumstick,Drumstick,FAQ,21/04/2026,4500,5500,5000
Kerala,Ernakulam,"Kothamangalam APMC",Banana,Palayamthodan,"Grade A",21/04/2026,2000,3000,2500
Kerala,Ernakulam,"Kothamangalam APMC","Elephant Yam(Suran)/Amorphophallus",Other,FAQ,21/04/2026,3500,4500,4000
Kerala,Ernakulam,"Kothamangalam APMC",Carrot,Carrot,FAQ,21/04/2026,4500,5500,5000
Kerala,Ernakulam,"Kothamangalam APMC",Mango(Raw-Ripe),"Mango - Raw-Ripe",FAQ,21/04/2026,3500,5500,4500
Kerala,Ernakulam,"Kothamangalam APMC",Cucumbar(Kheera),Cucumbar,FAQ,21/04/2026,1500,2500,2000
Kerala,Ernakulam,"Kothamangalam APMC",Pumpkin,Pumpkin,FAQ,21/04/2026,1600,2500,2200
Kerala,Kottayam,"Thalayolaparambu APMC",Beetroot,Beetroot,FAQ,21/04/2026,5200,5600,5400
Kerala,Kottayam,"Thalayolaparambu APMC","Bitter gourd","Bitter Gourd",FAQ,21/04/2026,5000,5300,5100
Kerala,Kottayam,"Thalayolaparambu APMC",Brinjal,Brinjal,FAQ,21/04/2026,4900,5200,5000
Kerala,Kottayam,"Thalayolaparambu APMC",Carrot,Carrot,FAQ,21/04/2026,3500,4000,3700
Kerala,Kottayam,"Thalayolaparambu APMC",Brinjal,Other,FAQ,21/04/2026,4000,4300,4100
Kerala,Palakad,"vadakarapathy APMC",Cauliflower,Other,FAQ,21/04/2026,2500,2500,2500
Kerala,Palakad,"vadakarapathy APMC",Colacasia,Colacasia,FAQ,21/04/2026,3000,3500,3400
Kerala,Palakad,"vadakarapathy APMC",Cucumbar(Kheera),Cucumbar,FAQ,21/04/2026,2000,3000,2600
Kerala,Palakad,"vadakarapathy APMC",Pumpkin,Pumpkin,FAQ,21/04/2026,600,800,600
Kerala,Palakad,"Vadakkenchery APMC",Banana,"Nendra Bale",Local,21/04/2026,3500,4500,4000
Kerala,Malappuram,"Perinthalmanna APMC",Ashgourd,Ashgourd,Local,21/04/2026,1000,1300,1100
Kerala,Malappuram,"Parappanangadi APMC","Green Chilli",Other,FAQ,21/04/2026,3100,3300,3200
Kerala,Malappuram,"Parappanangadi APMC",Ashgourd,Ashgourd,FAQ,21/04/2026,1500,1700,1600
Kerala,Malappuram,"Parappanangadi APMC","Bitter gourd",Other,FAQ,21/04/2026,4300,4500,4400
Kerala,Malappuram,"Parappanangadi APMC",Coriander(Leaves),Coriander,FAQ,21/04/2026,6500,6700,6600
Kerala,Malappuram,"Parappanangadi APMC",Cucumbar(Kheera),Cucumbar,FAQ,21/04/2026,1900,2100,2000
Kerala,Malappuram,"Parappanangadi APMC",Onion,Small,"Grade A",21/04/2026,4500,4700,4600
Kerala,Malappuram,"Thirurrangadi APMC",Cauliflower,Other,FAQ,21/04/2026,3500,3600,3600
Kerala,Malappuram,"Thirurrangadi APMC",Mango,Other,"Grade A",21/04/2026,7000,7000,7000
Kerala,Malappuram,"Thirurrangadi APMC",Tomato,Other,FAQ,21/04/2026,2200,2300,2300
Kerala,Malappuram,"Thirurrangadi APMC",Tapioca,Other,FAQ,21/04/2026,2100,2200,2200
Kerala,Malappuram,"Kondotty APMC","Bitter gourd",Other,FAQ,21/04/2026,4800,5100,5000
Kerala,Malappuram,"Kondotty APMC","Bhindi(Ladies Finger)",Other,FAQ,21/04/2026,3400,3600,3500
Kerala,Malappuram,"Kondotty APMC","Bottle gourd",Other,FAQ,21/04/2026,3300,3600,3500
Kerala,Malappuram,"Kondotty APMC",Carrot,Other,FAQ,21/04/2026,3800,4100,4000
Kerala,Malappuram,"Kondotty APMC",Colacasia,Colacasia,FAQ,21/04/2026,3300,3700,3500
Kerala,Malappuram,"Kondotty APMC",Drumstick,Other,FAQ,21/04/2026,3400,3600,3500
Kerala,Malappuram,"Kondotty APMC",Lemon,Other,FAQ,21/04/2026,19800,21000,20000
Kerala,Malappuram,"Kondotty APMC",Ginger(Green),Other,FAQ,21/04/2026,6800,7200,7000
Kerala,Kozhikode(Calicut),"Mukkom APMC",Grapes,Other,Large,21/04/2026,7500,8000,7700
Kerala,Kozhikode(Calicut),"Mukkom APMC",Pineapple,Other,Large,21/04/2026,6500,7000,6700
Kerala,Kozhikode(Calicut),"Mukkom APMC","Bitter gourd","Bitter Gourd",FAQ,21/04/2026,4500,5000,4700
Kerala,Kozhikode(Calicut),"Mukkom APMC","Banana - Green","Banana - Green",FAQ,21/04/2026,2400,2700,2500
Kerala,Kozhikode(Calicut),"Perambra APMC",Pumpkin,Other,FAQ,21/04/2026,1700,2000,1900
Kerala,Kozhikode(Calicut),"Perambra APMC","Elephant Yam(Suran)/Amorphophallus",Amorphophallus,FAQ,21/04/2026,3500,4000,3700
Kerala,Kozhikode(Calicut),"Perambra APMC",Banana,Robusta,Local,21/04/2026,1500,1500,1500
Kerala,Kozhikode(Calicut),"Perambra APMC","Banana - Green","Banana - Green",FAQ,21/04/2026,1900,1900,1900
Kerala,Kozhikode(Calicut),"Perambra APMC","Cluster beans",Other,FAQ,21/04/2026,4000,4000,4000
Kerala,Kozhikode(Calicut),"Perambra APMC",Onion,Other,FAQ,21/04/2026,1700,2000,1900
Kerala,Kozhikode(Calicut),"Perambra APMC",Ginger(Green),Other,FAQ,21/04/2026,7500,8000,7800
"West Bengal",Malda,"Gajol APMC",Potato,Local,FAQ,21/04/2026,400,420,410
"West Bengal","Dakshin Dinajpur","Gangarampur(Dakshin Dinajpur) APMC","Squash(Chappal Kadoo)",Other,FAQ,21/04/2026,1800,2500,2200
"West Bengal","Dakshin Dinajpur","Gangarampur(Dakshin Dinajpur) APMC",Tomato,Other,FAQ,21/04/2026,1200,1600,1500
Uttarakhand,Haridwar,"Bhagwanpur(Naveen Mandi Sthal) APMC","Bottle gourd",Other,"Grade A",21/04/2026,800,1400,1200
Uttarakhand,Haridwar,"Bhagwanpur(Naveen Mandi Sthal) APMC",Onion,Other,"Grade A",21/04/2026,1000,1400,1200
Uttarakhand,Haridwar,"Bhagwanpur(Naveen Mandi Sthal) APMC","Water Melon",Other,"Grade B",21/04/2026,1000,1200,1100
Telangana,Karimnagar,"Mallial(Cheppial) APMC",Paddy(Common),1001,FAQ,21/04/2026,2380,2380,2380
Punjab,Hoshiarpur,"GarhShankar (Kotfatuhi) APMC","Green Chilli",Other,FAQ,21/04/2026,2000,2000,2000
Punjab,Hoshiarpur,"GarhShankar (Kotfatuhi) APMC",Onion,Other,FAQ,21/04/2026,1300,1300,1300
"Himachal Pradesh",Kangra,"SMY Dharamshala",Pineapple,"Pine Apple",Medium,21/04/2026,11000,13000,12000
"Himachal Pradesh",Kangra,"SMY Dharamshala",Apple,Apple,Medium,21/04/2026,13000,16000,14500
"Himachal Pradesh",Kangra,"SMY Dharamshala",Tinda,Tinda,FAQ,21/04/2026,4500,5000,4750
"Himachal Pradesh",Kangra,"SMY Dharamshala",Pumpkin,Pumpkin,FAQ,21/04/2026,1000,1500,1250
"Himachal Pradesh",Kangra,"SMY Dharamshala",Tomato,Tomato,FAQ,21/04/2026,4000,4200,4100
Kerala,Palakad,"Kizhakkancheri VFPCK APMC",Banana,"Nendra Bale","Grade A",21/04/2026,2900,3200,3100
"Himachal Pradesh",Mandi,"SMY Jogindernagar",Tomato,Other,"Grade B",21/04/2026,3800,4000,3900
"Himachal Pradesh",Mandi,"SMY Jogindernagar","Peas Wet",Other,"Grade B",21/04/2026,7000,8000,7500
"Himachal Pradesh",Mandi,"SMY Jogindernagar",Carrot,Other,"Grade B",21/04/2026,2000,2200,2100
"Himachal Pradesh",Mandi,"SMY Jogindernagar","Bitter gourd",Other,"Grade B",21/04/2026,3000,3500,3250
"Himachal Pradesh",Mandi,"SMY Jogindernagar",Onion,Local,"Grade B",21/04/2026,1800,2000,1900
"Himachal Pradesh",Mandi,"SMY Jogindernagar",Capsicum,Other,"Grade B",21/04/2026,1500,1600,1550
"Himachal Pradesh",Mandi,"SMY Jogindernagar",Raddish,Other,"Grade B",21/04/2026,1500,1800,1650
Kerala,Thiruvananthapuram,"Kovilnada  VFPCK APMC",Banana,"Red Banana","Grade A",21/04/2026,5500,5500,5500
Kerala,Thiruvananthapuram,"Kovilnada  VFPCK APMC",Banana,"Nendra Bale","Grade A",21/04/2026,4200,4200,4200
Rajasthan,Jaipur,"Rajdhanai Mandi KukarKheda APMC",Wheat,"147 Average","Grade Range-2",21/04/2026,2525,2525,2525
Rajasthan,Tonk,"Dooni APMC",Mustard,"Big 100 Kg",Local,21/04/2026,5850,6625,6213
Uttarakhand,Udhamsinghnagar,"Nanakmatta APMC",Wheat,Other,Local,21/04/2026,2300,2585,2585
Uttarakhand,Haridwar,"Roorkee APMC",Brinjal,Other,Local,21/04/2026,550,750,650
"Uttar Pradesh",Mirzapur,"Ahirora APMC",Cabbage,Cabbage,Medium,21/04/2026,800,900,900
"Uttar Pradesh",Mirzapur,"Ahirora APMC",Pumpkin,Pumpkin,Medium,21/04/2026,600,700,700
Gujarat,Mehsana,"Mehsana APMC","Castor Seed","Castor seed",Local,21/04/2026,5850,6350,6275
"Madhya Pradesh",Indore,"Indore(F&V) APMC",Cucumbar(Kheera),Cucumbar,Local,21/04/2026,300,700,500
"Madhya Pradesh",Indore,"Indore(F&V) APMC",Banana,Other,Local,21/04/2026,800,1400,1000
"Madhya Pradesh",Indore,"Indore(F&V) APMC",Papaya,Papaya,Local,21/04/2026,1000,3000,1800
"Madhya Pradesh",Indore,"Indore(F&V) APMC","Bottle gourd","Bottle Gourd",Local,21/04/2026,800,2500,1600
"Madhya Pradesh",Indore,"Indore(F&V) APMC","Water Melon","Water Melon",Local,21/04/2026,600,1200,800
"Madhya Pradesh",Indore,"Indore(F&V) APMC",Tomato,Other,Local,21/04/2026,800,2200,1600
"Madhya Pradesh",Indore,"Indore(F&V) APMC","Green Chilli","Green Chilly",Local,21/04/2026,1500,4000,2500
Gujarat,Gandhinagar,"Kalol APMC",Wheat,Other,Local,21/04/2026,2150,2375,2250
Gujarat,Gandhinagar,"Kalol APMC","Castor Seed",Other,Local,21/04/2026,6250,6415,6350
"Madhya Pradesh",Badwani,"Sendhwa APMC",Maize,Local,FAQ,21/04/2026,1450,1800,1500
Rajasthan,Beawar,"Bijaynagar APMC",Onion,Other,Local,21/04/2026,400,800,600
Chattisgarh,Durg,"Durg APMC","Water Melon","Water Melon",Medium,21/04/2026,1000,1200,1200
Chattisgarh,Durg,"Durg APMC","Green Chilli","Green Chilly",Medium,21/04/2026,3500,4000,4000
Chattisgarh,Durg,"Durg APMC",Cabbage,Cabbage,Medium,21/04/2026,900,1000,1000
Chattisgarh,Durg,"Durg APMC","Bottle gourd","Bottle Gourd",Local,21/04/2026,800,1000,1000
Chattisgarh,Durg,"Durg APMC",Amaranthus,Amaranthus,Local,21/04/2026,1600,1700,1600
Chattisgarh,Durg,"Durg APMC","Squash(Chappal Kadoo)","Squash(Chappal Kadoo)",Local,21/04/2026,1000,1200,1000
Chattisgarh,Durg,"Durg APMC",Cauliflower,Cauliflower,Medium,21/04/2026,2800,3000,2800
"Madhya Pradesh",Rewa,"Hanumana(F&V) APMC",Potato,Desi,"Grade A",21/04/2026,855,855,855
"Madhya Pradesh",Rewa,"Hanumana(F&V) APMC","Bottle gourd","Bottle Gourd","Grade A",21/04/2026,1250,1250,1250
"Madhya Pradesh",Rewa,"Hanumana(F&V) APMC",Tomato,Local,"Grade A",21/04/2026,1200,1200,1200
"Madhya Pradesh",Rewa,"Hanumana(F&V) APMC",Onion,Local,"Grade A",21/04/2026,1300,1300,1300
"Madhya Pradesh",Dhar,"Kukshi(F&V) APMC",Onion,Onion,"Grade A",21/04/2026,600,1200,900
"Madhya Pradesh",Khandwa,"Sanawad(F&V) APMC","Bhindi(Ladies Finger)",Bhindi,"Grade A",21/04/2026,1500,2000,1800
"Madhya Pradesh",Khandwa,"Sanawad(F&V) APMC",Onion,Onion,"Grade A",21/04/2026,1000,1000,1000
Rajasthan,Ganganagar,"Sriganganagar (F&V) APMC",Garlic,Garlic,"Grade Range-1",21/04/2026,7300,7700,7500
Rajasthan,Ganganagar,"Sriganganagar (F&V) APMC",Colacasia,Arabi,Medium,21/04/2026,3400,3800,3600
Rajasthan,Ganganagar,"Sriganganagar (F&V) APMC",Ginger(Green),"Green Ginger",Medium,21/04/2026,6800,7200,7000
Rajasthan,Ganganagar,"Sriganganagar (F&V) APMC","Peas Wet","Peas Wet",Medium,21/04/2026,7300,7700,7500
Rajasthan,Ganganagar,"Sriganganagar (F&V) APMC",Cabbage,Cabbage,Medium,21/04/2026,800,1200,1000
Rajasthan,Ganganagar,"Sriganganagar (F&V) APMC",Beetroot,Beetroot,Medium,21/04/2026,2200,2600,2400
Rajasthan,Ganganagar,"Sriganganagar (F&V) APMC",Mango(Raw-Ripe),"Mango - Raw-Ripe",Medium,21/04/2026,4800,5200,5000
Rajasthan,Ganganagar,"Sriganganagar (F&V) APMC",Pineapple,"Pine Apple",Medium,21/04/2026,5100,5500,5300
Rajasthan,Ganganagar,"Sriganganagar (F&V) APMC",Mango,Amrapali,Medium,21/04/2026,9200,9600,9400
Rajasthan,Ganganagar,"Sriganganagar (F&V) APMC","Tender Coconut","Tender Coconut",Medium,21/04/2026,6400,6800,6600
"Madhya Pradesh",Harda,"Sirali(F&V) APMC","Green Chilli","Green Chilly","Grade A",21/04/2026,2000,2000,2000
"Uttar Pradesh",Aligarh,"Atrauli APMC",Cauliflower,Cauliflower,FAQ,21/04/2026,1000,1100,1050
"Uttar Pradesh",Aligarh,"Atrauli APMC",Cucumbar(Kheera),Cucumbar,FAQ,21/04/2026,900,1000,950
Assam,Kamrup,"Fancy Bazaar APMC",Lentil(Masur)(Whole),"Masur Dal",FAQ,21/04/2026,7100,7200,7100
Assam,Kamrup,"Fancy Bazaar APMC","Dry Chillies","Dry Chillies",FAQ,21/04/2026,28000,32500,31500
"Uttar Pradesh",Etah,"Awagarh APMC",Brinjal,Brinjal,FAQ,21/04/2026,1800,2000,1900
"Uttar Pradesh",Etah,"Awagarh APMC",Cauliflower,Cauliflower,FAQ,21/04/2026,1800,2000,1900
Gujarat,Sabarkantha,"Himatnagar APMC","Castor Seed","Castor seed",Local,21/04/2026,6000,6335,6335
Gujarat,Sabarkantha,"Himatnagar APMC",Wheat,Sonalika,Local,21/04/2026,2100,2850,2600
Gujarat,Sabarkantha,"Himatnagar APMC",Maize,Yellow,Local,21/04/2026,1805,1940,1900
Gujarat,Sabarkantha,"Himatnagar APMC","Bengal Gram(Gram)(Whole)","Desi (Whole)",Local,21/04/2026,5000,5190,5100
Gujarat,Surat,"Vyra APMC","Arhar(Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,21/04/2026,7000,8500,7750
Gujarat,Surat,"Vyra APMC","Sesamum(Sesame,Gingelly,Til)",Sesame,FAQ,21/04/2026,9500,18350,13925
Gujarat,Surat,"Vyra APMC","Green Gram(Moong)(Whole)",Other,FAQ,21/04/2026,7500,8500,8000
Gujarat,Surat,"Vyra APMC","Black Gram(Urd Beans)(Whole)",Other,FAQ,21/04/2026,8250,8500,8375
Gujarat,Surat,"Vyra APMC",Wheat,Other,FAQ,21/04/2026,2000,2600,2300
Gujarat,Gandhinagar,"Dehgam APMC","Bajra(Pearl Millet/Cumbu)",Local,FAQ,21/04/2026,2485,2550,2517
"Madhya Pradesh",Badwani,"Sendhwa(F&V) APMC",Tinda,Tinda,Medium,21/04/2026,1000,1300,1100
Gujarat,Mehsana,"Kadi APMC",Paddy(Common),Paddy,Local,21/04/2026,1500,2100,2000
Haryana,Mewat,"Tauru APMC","Water Melon","Water Melon",Medium,21/04/2026,1500,2000,2000
Haryana,Mewat,"Tauru APMC",Banana,Other,Medium,21/04/2026,2500,2500,2500
Haryana,Mewat,"Tauru APMC",Apple,Other,Medium,21/04/2026,16000,16000,16000
Rajasthan,Bharatpur,"Nadwai APMC",Mustard,Mustard,Local,21/04/2026,5790,6740,6450
Rajasthan,Bharatpur,"Nadwai APMC","Bajra(Pearl Millet/Cumbu)",Other,Local,21/04/2026,1800,1820,1810
Gujarat,Patan,"Siddhpur APMC",Jowar(Sorghum),"Jowar ( White)",FAQ,21/04/2026,5500,5505,5502
"West Bengal",Medinipur(W),"Ghatal APMC","Green Chilli","Green Chilly",Local,21/04/2026,6400,6600,6500
"West Bengal",Medinipur(W),"Ghatal APMC",Tomato,Hybrid,Local,21/04/2026,1300,1400,1350
"West Bengal",Murshidabad,"Lalbagh APMC",Brinjal,Brinjal,FAQ,21/04/2026,4950,5100,5000
"West Bengal",Nadia,"Ranaghat APMC",Cabbage,Other,FAQ,21/04/2026,2400,2600,2500
"West Bengal",Nadia,"Chakdah APMC","Masur Dal","Masur Dal",FAQ,21/04/2026,9900,10100,10000
"NCT of Delhi",Delhi,"Flower Market,Gazipur APMC",Marget,Marget,FAQ,21/04/2026,2000,4000,3000
"NCT of Delhi",Delhi,"Flower Market,Gazipur APMC",Raibel,Raibel,FAQ,21/04/2026,35000,45000,40000
"Uttar Pradesh",Saharanpur,"Chutmalpur APMC","Karbuja(Musk Melon)",Karbhuja,Medium,21/04/2026,1900,2200,2000
"Uttar Pradesh",Saharanpur,"Chutmalpur APMC","Bottle gourd","Bottle Gourd",Local,21/04/2026,500,700,600
"Uttar Pradesh",Saharanpur,"Chutmalpur APMC",Brinjal,Brinjal,Local,21/04/2026,750,950,850
"Uttar Pradesh",Mau(Maunathbhanjan),"Doharighat APMC",Wheat,Dara,FAQ,21/04/2026,2585,2585,2585
"Uttar Pradesh",Mau(Maunathbhanjan),"Doharighat APMC","Green Chilli","Green Chilly",FAQ,21/04/2026,4050,4050,4050
Maharashtra,Jalgaon,"Jalgaon(Masawat) APMC",Jowar(Sorghum),Other,Non-FAQ,21/04/2026,2000,2150,2100
Maharashtra,Kolhapur,"Kolhapur APMC",Cauliflower,Other,Local,21/04/2026,500,1000,750
Maharashtra,Kolhapur,"Kolhapur APMC",Tomato,Other,Local,21/04/2026,900,1800,1400
"Uttar Pradesh",Farukhabad,"Farukhabad APMC",Maize,Hybrid,FAQ,21/04/2026,1800,1900,1850
Maharashtra,Nagpur,"Kalmeshwar APMC","Bhindi(Ladies Finger)",Other,Local,21/04/2026,1525,2000,1815
Maharashtra,Nagpur,"Kalmeshwar APMC",Cauliflower,Other,Local,21/04/2026,430,800,610
Maharashtra,Nagpur,"Kalmeshwar APMC",Spinach,Other,Local,21/04/2026,410,800,620
Maharashtra,Nagpur,"Kalmeshwar APMC",Tomato,Other,Local,21/04/2026,1015,1500,1305
Maharashtra,Nagpur,"Kalmeshwar APMC","Green Chilli",Other,Local,21/04/2026,4055,4500,4335
Maharashtra,Nagpur,"Kamthi APMC",Ginger(Green),Other,Local,21/04/2026,5040,6050,5540
Maharashtra,Nagpur,"Kamthi APMC",Potato,Local,Local,21/04/2026,1520,2020,1770
Maharashtra,Nagpur,"Kamthi APMC","Bottle gourd",Other,Local,21/04/2026,1040,1540,1290
Maharashtra,Nagpur,"Kamthi APMC",Cauliflower,Other,Local,21/04/2026,2060,2560,2310
Maharashtra,Nagpur,"Kamthi APMC",Carrot,Other,Local,21/04/2026,3040,3540,3290
Maharashtra,Nagpur,"Kamthi APMC",Spinach,Other,Local,21/04/2026,1520,2020,1770
Maharashtra,Nagpur,"Kamthi APMC",Tomato,Local,Local,21/04/2026,1510,2010,1760
Maharashtra,Nagpur,"Kamthi APMC",Brinjal,Other,Local,21/04/2026,1020,1520,1270
Maharashtra,Nagpur,"Nagpur APMC","Bhindi(Ladies Finger)",Other,Local,21/04/2026,1000,3000,2625
Maharashtra,Nagpur,"Nagpur APMC","Bitter gourd",Other,Local,21/04/2026,2000,2500,2325
Maharashtra,Nagpur,"Nagpur APMC",Spinach,Other,Local,21/04/2026,1000,1200,1150
Maharashtra,Pune,"Pune(Pimpri) APMC",Spinach,Other,Local,21/04/2026,7,8,8
Maharashtra,Pune,"Pune(Pimpri) APMC","Green Chilli",Other,Local,21/04/2026,5000,5000,5000
"Uttar Pradesh",Mainpuri,"Ghiraur APMC",Wheat,Dara,FAQ,21/04/2026,2300,2300,2300
"Uttar Pradesh",Hathras,"Haathras APMC",Wheat,Other,FAQ,21/04/2026,2586,2586,2586
"Uttar Pradesh","Jalaun (Orai)","Jalaun APMC",Cucumbar(Kheera),Cucumbar,FAQ,21/04/2026,1000,1000,1000
"Uttar Pradesh",Ghazipur,"Jangipura APMC",Tomato,Other,FAQ,21/04/2026,600,600,600
"Uttar Pradesh",Farukhabad,"Kayamganj APMC",Cauliflower,Cauliflower,FAQ,21/04/2026,1800,1800,1800
"West Bengal",Kolkata,"Mechua APMC","Mousambi(Sweet Lime)",Other,"Grade A",21/04/2026,6900,9000,8200
"Uttar Pradesh",Kasganj,"Kasganj APMC",Wheat,Deshi,FAQ,21/04/2026,2380,2380,2380
"Uttar Pradesh",Kasganj,"Kasganj APMC",Wheat,2329,FAQ,21/04/2026,2380,2380,2380
"Uttar Pradesh",Aligarh,"Khair APMC",Carrot,Carrot,"Grade B",21/04/2026,2500,2500,2500
"Uttar Pradesh",Bijnor,"Kiratpur APMC",Potato,Other,FAQ,21/04/2026,600,600,600
"Uttar Pradesh",Farukhabad,"Mohamadabad APMC",Potato,Other,FAQ,21/04/2026,500,500,500
"Uttar Pradesh",Pratapgarh,"Pratapgarh APMC",Wheat,Dara,FAQ,21/04/2026,2585,2585,2585
"Uttar Pradesh",Pratapgarh,"Pratapgarh APMC","Bottle gourd","Bottle Gourd",FAQ,21/04/2026,1360,1360,1360
"Uttar Pradesh",Hathras,"Shadabad APMC",Onion,Onion,Small,21/04/2026,900,1000,950
"Uttar Pradesh",Barabanki,"Safdarganj APMC",Wood,Other,FAQ,21/04/2026,550,550,550
"Uttar Pradesh",Bulandshahar,"Sikarpur APMC",Cucumbar(Kheera),Cucumbar,FAQ,21/04/2026,800,1000,900
"Uttar Pradesh",Bulandshahar,"Sikarpur APMC",Tomato,Hybrid,FAQ,21/04/2026,1300,1500,1400
"Uttar Pradesh",Bulandshahar,"Sikarpur APMC",Potato,Potato,FAQ,21/04/2026,400,600,500
"Uttar Pradesh",Bulandshahar,"Sikarpur APMC",Colacasia,Colacasia,FAQ,21/04/2026,3800,4000,3900
"Uttar Pradesh",Hathras,"Sikandraraau APMC",Rice,Coarse,FAQ,21/04/2026,2165,2210,2180
"Uttar Pradesh",Hathras,"Sikandraraau APMC",Tomato,Other,FAQ,21/04/2026,1150,1890,1680
"Uttar Pradesh",Hathras,"Sikandraraau APMC",Onion,Other,FAQ,21/04/2026,1000,1235,1140
"Uttar Pradesh",Balrampur,"Tulsipur APMC","Green Chilli","Green Chilly",FAQ,21/04/2026,3420,3470,3450
"Uttar Pradesh",Balrampur,"Tulsipur APMC","Bottle gourd","Bottle Gourd",FAQ,21/04/2026,1425,1475,1450
"Uttar Pradesh",Balrampur,"Tulsipur APMC",Onion,Onion,FAQ,21/04/2026,1300,1350,1330
Tripura,Dhalai,"Kulai APMC","Bitter gourd","Bitter Gourd","Grade B",21/04/2026,7500,8000,7700
"West Bengal",Kolkata,"Sealdah Koley Market APMC","Bhindi(Ladies Finger)",Other,FAQ,21/04/2026,3000,4000,3000
"West Bengal",Kolkata,"Sealdah Koley Market APMC","Sweet Pumpkin",Other,FAQ,21/04/2026,1800,2200,2000
Punjab,Ferozpur,"Zira APMC",Cauliflower,Other,Local,21/04/2026,2000,2000,2000
Punjab,Ferozpur,"Zira APMC","Green Chilli",Other,Local,21/04/2026,2500,2500,2500
Punjab,Ferozpur,"Zira APMC",Colacasia,Other,Local,21/04/2026,3600,3600,3600
Punjab,Ferozpur,"Zira APMC",Ginger(Green),"Green Ginger","Grade A",21/04/2026,8000,8000,8000
Punjab,Ferozpur,"Zira APMC",Potato,Other,Local,21/04/2026,400,400,400
Punjab,Ferozpur,"Zira APMC",Cucumbar(Kheera),Cucumbar,Local,21/04/2026,800,800,800
"Uttar Pradesh",Sambhal,"Bhehjoi APMC",Wood,Eucalyptus,Local,21/04/2026,500,510,505
"West Bengal","North 24 Parganas","Habra APMC",Pumpkin,Other,FAQ,21/04/2026,1500,1500,1500
"West Bengal","North 24 Parganas","Habra APMC",Potato,Jyoti,FAQ,21/04/2026,900,900,900
"West Bengal","North 24 Parganas","Habra APMC",Onion,Onion,FAQ,21/04/2026,1000,1100,1100
"West Bengal",Darjeeling,"Karsiyang(Matigara) APMC",Cabbage,Other,FAQ,21/04/2026,2200,2400,2300
"West Bengal",Darjeeling,"Darjeeling APMC",Ginger(Green),Other,FAQ,21/04/2026,8000,8200,8100
"West Bengal",Darjeeling,"Darjeeling APMC","Squash(Chappal Kadoo)",Other,FAQ,21/04/2026,2200,2400,2300
Kerala,Wayanad,"Pulpally APMC",Banana,Other,Medium,21/04/2026,1950,1970,1960
Kerala,Wayanad,"Pulpally APMC",Coconut,Coconut,Local,21/04/2026,5000,5200,5100
"Madhya Pradesh",Rajgarh,"Pachaur APMC",Wheat,Wheat,Non-FAQ,21/04/2026,2180,2210,2210
"Madhya Pradesh",Hoshangabad,"Pipariya APMC",Wheat,Wheat,FAQ,21/04/2026,2380,2381,2381
"Madhya Pradesh",Jhabua,"Thandla APMC",Wheat,"Mill Quality",FAQ,21/04/2026,2200,2200,2200
"Madhya Pradesh",Khargone,"Karhi APMC",Wheat,Wheat,FAQ,21/04/2026,2200,2200,2200
"Madhya Pradesh",Khargone,"Kasrawad APMC",Maize,Local,FAQ,21/04/2026,1111,1350,1350
"Madhya Pradesh",Khargone,"Segaon APMC",Maize,Local,FAQ,21/04/2026,1600,1730,1711
"Madhya Pradesh",Dewas,"Loharda APMC",Maize,Local,FAQ,21/04/2026,1780,1780,1780
"Madhya Pradesh",Ratlam,"Jaora APMC",Linseed,Flaxseed,FAQ,21/04/2026,7340,7800,7350
"Madhya Pradesh",Ratlam,"Sailana APMC",Garlic,Garlic,FAQ,21/04/2026,2101,3301,3301
"Madhya Pradesh",Shajapur,"Shajapur APMC",Garlic,Average,FAQ,21/04/2026,5663,5663,5663
Punjab,Jalandhar,"Phillaur(Apra Mandi) APMC","Bottle gourd",Other,FAQ,21/04/2026,1500,1500,1500
Punjab,Jalandhar,"Phillaur(Apra Mandi) APMC","Squash(Chappal Kadoo)",Other,FAQ,21/04/2026,1000,1500,1000
Punjab,Jalandhar,"Phillaur(Apra Mandi) APMC",Onion,Other,FAQ,21/04/2026,1500,1500,1500
"Madhya Pradesh",Ashoknagar,"Chanderi APMC",Mahua,Mahua,Non-FAQ,21/04/2026,1750,1750,1750
"Madhya Pradesh",Sheopur,"Vijaypur APMC",Mustard,Mustard,Non-FAQ,21/04/2026,6500,6650,6650
"Madhya Pradesh",Sagar,"Sagar APMC",Wheat,Wheat,FAQ,21/04/2026,2200,2300,2300
"Madhya Pradesh",Sagar,"Bina APMC",Wheat,Wheat,FAQ,21/04/2026,2280,2563,2563
"Madhya Pradesh",Sagar,"Shahagarh APMC",Wheat,"Mill Quality",Non-FAQ,21/04/2026,2250,2300,2300
Punjab,Sangrur,"Lehra Gaga APMC","Karbuja(Musk Melon)",Other,"Grade A",21/04/2026,2500,2500,2500
"Madhya Pradesh",Chhatarpur,"LavKush Nagar(Laundi) APMC",Mustard,Mustard,FAQ,21/04/2026,6520,6620,6600
"Madhya Pradesh",Chhatarpur,"LavKush Nagar(Laundi) APMC",Mustard,Mustard,Non-FAQ,21/04/2026,6350,6370,6370
